dossier,archivo_balance,hoja,fila_excel,materia_prima,kg_ton,pct_100kg
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,13,SULFATO FERROSO MONOHIDRATO,3.5,0.35
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,14,SULFATO DE MANGANESO,1,0.1
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,15,SULFATO DE ZINC,2,0.2
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,16,QUITINA ORGÁNICA (HYT-C),108,10.8
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,17,VINAZA (BIORGANIK),33,3.3
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,8,UREA,20,2
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,9,KCL,160,16
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,10,DAP,510,51
05_10-30-10,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/05_10-30-10/05_Balance_Masas/3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,11,RAIFOS20,310,31
06_13-5-27,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/06_13-5-27/05_Balance_Masas/03_Balance Materias Primas 13-5-27_voff.xlsx,salida,8,UREA - NUTRICION PLANTAS,200,20
06_13-5-27,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/06_13-5-27/05_Balance_Masas/03_Balance Materias Primas 13-5-27_voff.xlsx,salida,9,MAP - PRECISAGRO,100,10
06_13-5-27,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/06_13-5-27/05_Balance_Masas/03_Balance Materias Primas 13-5-27_voff.xlsx,salida,10,KCL - NUTRICION PLANTAS,450,45
06_13-5-27,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/06_13-5-27/05_Balance_Masas/03_Balance Materias Primas 13-5-27_voff.xlsx,salida,11,SAM - PRECISAGRO,150,15
06_13-5-27,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/06_13-5-27/05_Balance_Masas/03_Balance Materias Primas 13-5-27_voff.xlsx,salida,13,SILICATO DE MAGNESIO - JULIAN SALDARRIAGA,100,10
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,entrada,6,BENTONITA,130,13
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,entrada,7,KCL ESTÁNDAR,70,7
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,entrada,9,OXIDO ZN,100,10
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,entrada,10,SILICATO MG,150,15
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,entrada,11,SULFATO ZN,270,27
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,entrada,12,ULEXITA,280,28
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,entrada,13,SUMA,1000,100
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,9,BENTONITA,130,13
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,10,KCL ESTÁNDAR,70,7
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,12,OXIDO ZN,100,10
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,13,SILICATO MG,150,15
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,14,SULFATO ZN,270,27
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,15,ULEXITA,280,28
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,salida,9,BENTONITA,130,13
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,salida,10,KCL ESTÁNDAR,70,7
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,salida,12,OXIDO ZN,100,10
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,salida,13,SILICATO MG,150,15
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,salida,14,SULFATO ZN,270,27
13_B-ZINC 15,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/13_B-ZINC 15/05_Balance_Masas/3.1_BZINC_Balance-materias-primas.xlsx,salida,15,ULEXITA,280,28
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,8,SULFATO CALCIO - ANIBAL ARANGO,200,20
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,9,CARBONATO CALCIO - AGROCALES,170,17
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,10,CAL DOLOMITA - BOLIVARIANA MINERALES,100,10
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,11,SILICATO MAGNESIO - JULIAN SALDARRIAGA,350,35
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,13,BENTONITA GRIS - DIDIER HOYOS,180,18
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,entrada,6,CARBONATO CA,100,10
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,entrada,7,DOLOMITA,100,10
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,entrada,8,ROCA FOSFORICA,150,15
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,entrada,9,SILICATO MG,450,45
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,entrada,10,SULFATO CA,200,20
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,entrada,11,SUMA,1000,100
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,9,CARBONATO CALCIO - AGROCALES,100,10
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,10,DOLOMITA - BOLIV. MINERALES,100,10
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,11,ROCA FOSFORICA - FOSFATOS HUILA,150,15
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,12,SILICATO MAGNESIO - JULIAN SALDARRIAGA,450,45
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,13,SULFATO CALCIO - SANTA ROSA,200,20
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,salida,9,CARBONATO CALCIO - AGROCALES,100,10
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,salida,10,DOLOMITA - BOLIV. MINERALES,100,10
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,salida,11,ROCA FOSFORICA - FOSFATOS HUILA,150,15
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,salida,12,SILICATO MAGNESIO - JULIAN SALDARRIAGA,450,45
17_CALFERCORRECTIVO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/17_CALFERCORRECTIVO/05_Balance_Masas/Balance-materias-primas_ferticorrectivo.xlsx,salida,13,SULFATO CALCIO - SANTA ROSA,200,20
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,7,UREA,337,33.7
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,8,FOSFATO DE AMONIO (MAP),152.5,15.25
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,9,SULFATO DE AMONIO (SAM),214.6,21.46
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,10,NITRATO DE POTASIO (KNO3),232.6,23.26
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,11,SULFATO MAGNESIO ANHIDRO,31.3,3.13
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,12,ACIDO BORICO,1.2,0.12
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,13,SULFATO DE COBALTO,0.1,0.01
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,14,SULFATO DE COBRE,0.8,0.08
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,15,SULFATO DE HIERRO,1,0.1
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,16,SULFATO DE MANGANESO,0.7,0.07
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,17,MOLIBDATO DE SODIO,0.13,0.013
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,18,SULFATO DE ZINC,0.6,0.06
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,20,E.D.T.A,24.57,2.457
18_CAL DESARROLLO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/18_CAL DESARROLLO/05_Balance_Masas/3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,21,DIÓXIDO SILICIO,2.9,0.29
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,7,FOSFATO DE AMONIO (MAP),398.4,39.84
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,8,SULFATO DE AMONIO (SAM),97.9,9.79
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,9,NITRATO DE POTASIO (KNO3),232.6,23.26
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,10,SULFATO MAGNESIO,66.9,6.69
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,11,ACIDO BORICO,1.2,0.12
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,12,SULFATO DE COBALTO,0.1,0.01
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,13,SULFATO DE COBRE,0.8,0.08
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,14,SULFATO DE HIERRO,2.5,0.25
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,15,SULFATO DE MANGANESO,1.7,0.17
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,16,MOLIBDATO DE SODIO,0.13,0.013
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,17,SULFATO DE ZINC,0.6,0.06
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,19,E.D.T.A,38.8,3.88
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,20,DEXTROSA MONOHIDRATADA,151.9,15.187
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,21,DIÓXIDO SILICIO,6.5,0.65
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),7,FOSFATO DE AMONIO (MAP),398.4,39.84
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),8,SULFATO DE AMONIO (SAM),97.9,9.79
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),9,NITRATO DE POTASIO (KNO3),232.6,23.26
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),10,SULFATO MAGNESIO,66.9,6.69
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),11,ACIDO BORICO,1.2,0.12
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),12,SULFATO DE COBALTO,0.1,0.01
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),13,SULFATO DE COBRE,0.8,0.08
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),14,SULFATO DE HIERRO,2.5,0.25
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),15,SULFATO DE MANGANESO,1.7,0.17
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),16,MOLIBDATO DE SODIO,0.13,0.013
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),17,SULFATO DE ZINC,0.6,0.06
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),19,E.D.T.A,38.8,3.88
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),20,DEXTROSA MONOHIDRATADA,151.9,15.187
19_CALFER FLORACION,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/19_CALFER FLORACION/05_Balance_Masas/3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),21,DIÓXIDO SILICIO,6.5,0.65
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,7,FOSFATO DIPOTASICO (DKP),339,33.9
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,8,SULFATO DE POTASIO,217.7,21.77
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,9,NITRATO DE POTASIO (KNO3),367.7,36.77
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,10,SULFATO MAGNESIO ANHIDRO,31.3,3.13
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,11,ACIDO BORICO,1.2,0.12
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,12,SULFATO DE COBALTO,0.1,0.01
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,13,SULFATO DE COBRE,1.6,0.16
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,14,SULFATO DE HIERRO,5,0.5
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,15,SULFATO DE MANGANESO,3.3,0.33
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,16,MOLIBDATO DE SODIO,0.14,0.014
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,18,SULFATO DE ZINC,0.6,0.06
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,20,E.D.T.A,29.3,2.93
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,21,DIÓXIDO SILICIO,3.1,0.31
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,7,FOSFATO DIPOTASICO (DKP),339,33.9
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,8,SULFATO DE POTASIO,217.7,21.77
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,9,NITRATO DE POTASIO (KNO3),367.7,36.77
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,10,SULFATO MAGNESIO ANHIDRO,31.3,3.13
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,11,ACIDO BORICO,1.2,0.12
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,12,SULFATO DE COBALTO,0.1,0.01
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,13,SULFATO DE COBRE,1.6,0.16
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,14,SULFATO DE HIERRO,5,0.5
