dossier,archivo_balance,hoja,fila_excel,materia_prima,kg_ton,pct_100kg
05_10-30-10,05_10-30-10\05_Balance_Masas\Balance_Masas_MF 10-30-10 X KILO.xlsx,MF 10-30-10 X KILO,9,NUCLEO 4 X KILO,250,25
05_10-30-10,05_10-30-10\05_Balance_Masas\Balance_Masas_MF 10-30-10 X KILO.xlsx,MF 10-30-10 X KILO,10,EMPAQUES E INERTES,40,4
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L0.xlsx,MF 18-18-18 X KILO,7,UREA X KILO,220,22
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L0.xlsx,MF 18-18-18 X KILO,8,DAP GRANULADO X KILO,370,37
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L0.xlsx,MF 18-18-18 X KILO,9,KCL GRANULADO X KILO,280,28
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L0.xlsx,MF 18-18-18 X KILO,10,NUCLEO 4 X KILO,130,13
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L1.xlsx,MF 18-18-18 X KILO,7,41.4 – 0 -6,250,25
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L1.xlsx,MF 18-18-18 X KILO,8,DAP GRANULADO X KILO,370,37
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L1.xlsx,MF 18-18-18 X KILO,9,KCL GRANULADO X KILO,250,25
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 L1.xlsx,MF 18-18-18 X KILO,10,NUCLEO 4 X KILO,130,13
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 X KILO (Copy).xlsx,MF 18-18-18 X KILO,7,UREA X KILO,230,23
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 X KILO (Copy).xlsx,MF 18-18-18 X KILO,8,DAP GRANULADO X KILO,350,35
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 X KILO (Copy).xlsx,MF 18-18-18 X KILO,9,KCL GRANULADO X KILO,280,28
05_18-18-18,05_18-18-18\05_Balance_Masas\Balance_Masas_MF 18-18-18 X KILO (Copy).xlsx,MF 18-18-18 X KILO,10,NUCLEO 4 X KILO,140,14
06_13-5-27,06_13-5-27\05_Balance_Masas\03_Balance Materias Primas 13-5-27_voff.xlsx,salida,8,UREA - NUTRICION PLANTAS,200,20
06_13-5-27,06_13-5-27\05_Balance_Masas\03_Balance Materias Primas 13-5-27_voff.xlsx,salida,9,MAP - PRECISAGRO,100,10
06_13-5-27,06_13-5-27\05_Balance_Masas\03_Balance Materias Primas 13-5-27_voff.xlsx,salida,10,KCL - NUTRICION PLANTAS,450,45
06_13-5-27,06_13-5-27\05_Balance_Masas\03_Balance Materias Primas 13-5-27_voff.xlsx,salida,11,SAM - PRECISAGRO,150,15
06_13-5-27,06_13-5-27\05_Balance_Masas\03_Balance Materias Primas 13-5-27_voff.xlsx,salida,13,SILICATO DE MAGNESIO - JULIAN SALDARRIAGA,100,10
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1 X KILO (Copy).xlsx,MF 17-6-18-2-1 X KILO,7,UREA X KILO,300,30
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1 X KILO (Copy).xlsx,MF 17-6-18-2-1 X KILO,8,DAP GRANULADO X KILO,110,11
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1 X KILO (Copy).xlsx,MF 17-6-18-2-1 X KILO,9,KCL GRANULADO X KILO,280,28
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1 X KILO (Copy).xlsx,MF 17-6-18-2-1 X KILO,10,NUCLEO 4 X KILO,310,31
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L0.xlsx,MF 17-6-18-2-1 X KILO,7,UREA X KILO,300,30
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L0.xlsx,MF 17-6-18-2-1 X KILO,8,DAP GRANULADO X KILO,110,11
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L0.xlsx,MF 17-6-18-2-1 X KILO,9,KCL GRANULADO X KILO,280,28
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L0.xlsx,MF 17-6-18-2-1 X KILO,10,NUCLEO 4 X KILO,310,31
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L1.xlsx,MF 17-6-18-2-1 X KILO,7,41.4 – 0 – 6,340,34
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L1.xlsx,MF 17-6-18-2-1 X KILO,8,DAP GRANULADO X KILO,110,11
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L1.xlsx,MF 17-6-18-2-1 X KILO,9,KCL GRANULADO X KILO,250,25
06_17-6-18-2,06_17-6-18-2\05_Balance_Masas\Balance_Masas_MF 17-6-18-2-1-L1.xlsx,MF 17-6-18-2-1 X KILO,10,NUCLEO 4 X KILO,300,30
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 L1.xlsx,MF 15-15-15 X KILO,7,41.4 – 0 – 6,200,20
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 L1.xlsx,MF 15-15-15 X KILO,8,DAP GRANULADO X KILO,300,30
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 L1.xlsx,MF 15-15-15 X KILO,9,KCL GRANULADO X KILO,210,21
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 L1.xlsx,MF 15-15-15 X KILO,10,NUCLEO 4 X KILO,290,29
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X KILO.xlsx,MF 15-15-15 X KILO,7,UREA X KILO,180,18
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X KILO.xlsx,MF 15-15-15 X KILO,8,DAP GRANULADO X KILO,300,30
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X KILO.xlsx,MF 15-15-15 X KILO,9,KCL GRANULADO X KILO,230,23
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X KILO.xlsx,MF 15-15-15 X KILO,10,NUCLEO 4 X KILO,290,29
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X L0.xlsx,MF 15-15-15 X KILO,7,UREA X KILO,180,18
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X L0.xlsx,MF 15-15-15 X KILO,8,DAP GRANULADO X KILO,300,30
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X L0.xlsx,MF 15-15-15 X KILO,9,KCL GRANULADO X KILO,230,23
07_15-15-15,07_15-15-15\05_Balance_Masas\Balance_Masas_MF 15-15-15 X L0.xlsx,MF 15-15-15 X KILO,10,NUCLEO 4 X KILO,290,29
08_BORO GRANULADO,08_BORO GRANULADO\05_Balance_Masas\Balance_Masas_BORO GRANULADO SN X KILO.xlsx,BORO GRANULADO SN X KILO,7,ULEXITA X KILO,850,85
08_BORO GRANULADO,08_BORO GRANULADO\05_Balance_Masas\Balance_Masas_BORO GRANULADO SN X KILO.xlsx,BORO GRANULADO SN X KILO,8,CARBONATO DE CALCIO X KILO,50,5
08_BORO GRANULADO,08_BORO GRANULADO\05_Balance_Masas\Balance_Masas_BORO GRANULADO SN X KILO.xlsx,BORO GRANULADO SN X KILO,9,VINAZA X KILO,100,10
08_BORO GRANULADO,08_BORO GRANULADO\05_Balance_Masas\Balance_Masas_BORO GRANULADO SN X KILO.xlsx,BORO GRANULADO SN X KILO,10,KIESERITA EN POLVO X KILO,50,5
08_BORO GRANULADO,08_BORO GRANULADO\05_Balance_Masas\Balance_Masas_BORO GRANULADO SN X KILO.xlsx,BORO GRANULADO SN X KILO,11,SILICATO DE MAGNESIO X KILO,50,5
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,entrada,6,BENTONITA,130,13
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,entrada,7,KCL ESTÁNDAR,70,7
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,entrada,9,OXIDO ZN,100,10
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,entrada,10,SILICATO MG,150,15
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,entrada,11,SULFATO ZN,270,27
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,entrada,12,ULEXITA,280,28
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,entrada,13,SUMA,1000,100
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,9,BENTONITA,130,13
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,10,KCL ESTÁNDAR,70,7
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,12,OXIDO ZN,100,10
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,13,SILICATO MG,150,15
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,14,SULFATO ZN,270,27
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,balance materias primas,15,ULEXITA,280,28
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,salida,9,BENTONITA,130,13
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,salida,10,KCL ESTÁNDAR,70,7
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,salida,12,OXIDO ZN,100,10
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,salida,13,SILICATO MG,150,15
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,salida,14,SULFATO ZN,270,27
13_B-ZINC 15,13_B-ZINC 15\05_Balance_Masas\3.1_BZINC_Balance-materias-primas.xlsx,salida,15,ULEXITA,280,28
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,8,SULFATO CALCIO - ANIBAL ARANGO,200,20
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,9,CARBONATO CALCIO - AGROCALES,170,17
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,10,CAL DOLOMITA - BOLIVARIANA MINERALES,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,11,SILICATO MAGNESIO - JULIAN SALDARRIAGA,350,35
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance Materias Primas_CALFERCORRECTIVO - v2.xlsx,balance materias primas,13,BENTONITA GRIS - DIDIER HOYOS,180,18
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,entrada,6,CARBONATO CA,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,entrada,7,DOLOMITA,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,entrada,8,ROCA FOSFORICA,150,15
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,entrada,9,SILICATO MG,450,45
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,entrada,10,SULFATO CA,200,20
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,entrada,11,SUMA,1000,100
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,9,CARBONATO CALCIO - AGROCALES,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,10,DOLOMITA - BOLIV. MINERALES,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,11,ROCA FOSFORICA - FOSFATOS HUILA,150,15
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,12,SILICATO MAGNESIO - JULIAN SALDARRIAGA,450,45
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,balance materias primas,13,SULFATO CALCIO - SANTA ROSA,200,20
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,salida,9,CARBONATO CALCIO - AGROCALES,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,salida,10,DOLOMITA - BOLIV. MINERALES,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,salida,11,ROCA FOSFORICA - FOSFATOS HUILA,150,15
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,salida,12,SILICATO MAGNESIO - JULIAN SALDARRIAGA,450,45
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance-materias-primas_ferticorrectivo.xlsx,salida,13,SULFATO CALCIO - SANTA ROSA,200,20
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance_Masas_CALFERCORRECTIVO X KILO.xlsx,CALFERCORRECTIVO X KILO,7,ROCA FOSFORICA 26% X KILO,150,15
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance_Masas_CALFERCORRECTIVO X KILO.xlsx,CALFERCORRECTIVO X KILO,8,CAL DOLOMITA X KILO,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance_Masas_CALFERCORRECTIVO X KILO.xlsx,CALFERCORRECTIVO X KILO,9,CARBONATO DE CALCIO X KILO,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance_Masas_CALFERCORRECTIVO X KILO.xlsx,CALFERCORRECTIVO X KILO,10,SULFATO DE CALCIO X KILO,200,20
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance_Masas_CALFERCORRECTIVO X KILO.xlsx,CALFERCORRECTIVO X KILO,11,SILICATO DE MAGNESIO X KILO,350,35
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance_Masas_CALFERCORRECTIVO X KILO.xlsx,CALFERCORRECTIVO X KILO,12,BENTONITA GRIS X KILO,100,10
17_CALFERCORRECTIVO,17_CALFERCORRECTIVO\05_Balance_Masas\Balance_Masas_CALFERCORRECTIVO X KILO.xlsx,CALFERCORRECTIVO X KILO,13,EMPAQUES E INERTES,40,4
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,7,UREA,337,33.7
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,8,FOSFATO DE AMONIO (MAP),152.5,15.25
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,9,SULFATO DE AMONIO (SAM),214.6,21.46
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,10,NITRATO DE POTASIO (KNO3),232.6,23.26
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,11,SULFATO MAGNESIO ANHIDRO,31.3,3.13
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,12,ACIDO BORICO,1.2,0.12
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,13,SULFATO DE COBALTO,0.1,0.01
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,14,SULFATO DE COBRE,0.8,0.08
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,15,SULFATO DE HIERRO,1,0.1
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,16,SULFATO DE MANGANESO,0.7,0.07
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,17,MOLIBDATO DE SODIO,0.13,0.013
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,18,SULFATO DE ZINC,0.6,0.06
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,20,E.D.T.A,24.57,2.457
18_CAL DESARROLLO,18_CAL DESARROLLO\05_Balance_Masas\3-C_ Balance Materias CALFER DESARROLLO.xlsx,Calfer Desarrollo,21,DIÓXIDO SILICIO,2.9,0.29
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,7,FOSFATO DE AMONIO (MAP),398.4,39.84
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,8,SULFATO DE AMONIO (SAM),97.9,9.79
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,9,NITRATO DE POTASIO (KNO3),232.6,23.26
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,10,SULFATO MAGNESIO,66.9,6.69
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,11,ACIDO BORICO,1.2,0.12
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,12,SULFATO DE COBALTO,0.1,0.01
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,13,SULFATO DE COBRE,0.8,0.08
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,14,SULFATO DE HIERRO,2.5,0.25
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,15,SULFATO DE MANGANESO,1.7,0.17
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,16,MOLIBDATO DE SODIO,0.13,0.013
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,17,SULFATO DE ZINC,0.6,0.06
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,19,E.D.T.A,38.8,3.88
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,20,DEXTROSA MONOHIDRATADA,151.9,15.187
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración,21,DIÓXIDO SILICIO,6.5,0.65
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),7,FOSFATO DE AMONIO (MAP),398.4,39.84
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),8,SULFATO DE AMONIO (SAM),97.9,9.79
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),9,NITRATO DE POTASIO (KNO3),232.6,23.26
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),10,SULFATO MAGNESIO,66.9,6.69
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),11,ACIDO BORICO,1.2,0.12
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),12,SULFATO DE COBALTO,0.1,0.01
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),13,SULFATO DE COBRE,0.8,0.08
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),14,SULFATO DE HIERRO,2.5,0.25
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),15,SULFATO DE MANGANESO,1.7,0.17
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),16,MOLIBDATO DE SODIO,0.13,0.013
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),17,SULFATO DE ZINC,0.6,0.06
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),19,E.D.T.A,38.8,3.88
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),20,DEXTROSA MONOHIDRATADA,151.9,15.187
19_CALFER FLORACION,19_CALFER FLORACION\05_Balance_Masas\3.1_Balance Materias CALFER FLORACIÓN.xlsx,Calfer Floración (2),21,DIÓXIDO SILICIO,6.5,0.65
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,7,FOSFATO DIPOTASICO (DKP),339,33.9
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,8,SULFATO DE POTASIO,217.7,21.77
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,9,NITRATO DE POTASIO (KNO3),367.7,36.77
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,10,SULFATO MAGNESIO ANHIDRO,31.3,3.13
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,11,ACIDO BORICO,1.2,0.12
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,12,SULFATO DE COBALTO,0.1,0.01
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,13,SULFATO DE COBRE,1.6,0.16
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,14,SULFATO DE HIERRO,5,0.5
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,15,SULFATO DE MANGANESO,3.3,0.33
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,16,MOLIBDATO DE SODIO,0.14,0.014
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,18,SULFATO DE ZINC,0.6,0.06
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,20,E.D.T.A,29.3,2.93
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1-C_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,21,DIÓXIDO SILICIO,3.1,0.31
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,7,FOSFATO DIPOTASICO (DKP),339,33.9
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,8,SULFATO DE POTASIO,217.7,21.77
