dossier,archivo_balance,hoja,fila_excel,materia_prima,kg_ton,pct_100kg
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,10,NITRATO DE POTASIO (KNO3),218.9,21.89
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,11,SULFATO MAGNESIO ANHIDRO,31.3,3.13
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,12,ACIDO BORICO,1.2,0.12
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,13,SULFATO DE COBALTO,0.1,0.01
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,14,SULFATO DE COBRE,1.2,0.12
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,15,SULFATO FERROSO,2.7,0.27
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,16,SULFATO DE MANGANESO,2.9,0.29
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,17,MOLIBDATO DE SODIO,0.13,0.013
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,18,DIÓXIDO SILICIO,3.1,0.31
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,19,SULFATO DE ZINC,0.6,0.06
02_2-AVANCE,02_2-AVANCE\05_Balance_Masas\3.1_Balance MAsa 2-AVANCE_v2.xlsx,2-AVANCE 20-30-10,21,E.D.T.A,2.3,0.227
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI GRIS X KILO.xlsx,NUCLEO CAMASI GRIS X KILO,7,VINAZA X KILO,100,10
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI GRIS X KILO.xlsx,NUCLEO CAMASI GRIS X KILO,8,CARBONATO DE CALCIO X KILO,350,35
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI GRIS X KILO.xlsx,NUCLEO CAMASI GRIS X KILO,9,KIESERITA EN POLVO X KILO,50,5
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI GRIS X KILO.xlsx,NUCLEO CAMASI GRIS X KILO,10,BENTONITA GRIS X KILO,600,60
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI ROJO X KILO.xlsx,NUCLEO CAMASI ROJO X KILO,7,BENTONITA ROJA X KILO,600,60
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI ROJO X KILO.xlsx,NUCLEO CAMASI ROJO X KILO,8,CARBONATO DE CALCIO X KILO,350,35
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI ROJO X KILO.xlsx,NUCLEO CAMASI ROJO X KILO,9,KIESERITA EN POLVO X KILO,50,5
02_NUCLEO CAMASI,02_NUCLEO CAMASI\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI ROJO X KILO.xlsx,NUCLEO CAMASI ROJO X KILO,10,VINAZA X KILO,100,10
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,7,SULFATO DE AMONIO (SAM),32.2,3.22
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,8,NITRATO DE POTASIO,465.2,46.52
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,9,FOSFATO DIPOTASICO (DKP),258.7,25.87
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,10,SULFATO DE POTASIO,120.6,12.06
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,11,SULFATO DE MAGNESIO ANHIDRO,62.5,6.25
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,12,ACIDO BORICO,1.2,0.12
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,13,SULFATO DE COBALTO,0.1,0.01
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,14,SULFATO DE COBRE,0.8,0.08
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,15,SULFATO DE HIERRO,2.5,0.25
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,16,SULFATO DE MANGANESO,1.7,0.17
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,17,MOLIBDATO DE SODIO,0.13,0.013
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,18,SULFATO DE ZINC,0.9,0.085
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,20,E.D.T.A,50.37,5.042
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1-C_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,21,DIÓXIDO SILICIO,3.1,0.31
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,7,SULFATO DE AMONIO (SAM),32.2,3.22
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,8,NITRATO DE POTASIO,465.2,46.52
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,9,FOSFATO DIPOTASICO (DKP),258.7,25.87
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,10,SULFATO DE POTASIO,120.6,12.06
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,11,SULFATO DE MAGNESIO ANHIDRO,62.5,6.25
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,12,ACIDO BORICO,1.2,0.12
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,13,SULFATO DE COBALTO,0.1,0.01
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,14,SULFATO DE COBRE,0.8,0.08
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,15,SULFATO DE HIERRO,2.5,0.25
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,16,SULFATO DE MANGANESO,1.7,0.17
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,17,MOLIBDATO DE SODIO,0.13,0.013
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,18,DIÓXIDO SILICIO,3.1,0.31
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,19,SULFATO DE ZINC,0.9,0.085
03_3-PRODUCTOR,03_3-PRODUCTOR\05_Balance_Masas\3.1_Balance Masa 3-PRODUCTOR_v2.xlsx,3-PRODUCTOR 7-12-40,21,E.D.T.A,50.37,5.042
03_NUCLEO 4,03_NUCLEO 4\05_Balance_Masas\Balance_Masas_NUCLEO 4 X KILO.xlsx,NUCLEO 4 X KILO,7,CAL DOLOMITA X KILO,100,10
03_NUCLEO 4,03_NUCLEO 4\05_Balance_Masas\Balance_Masas_NUCLEO 4 X KILO.xlsx,NUCLEO 4 X KILO,8,SILICATO DE MAGNESIO X KILO,400,40
03_NUCLEO 4,03_NUCLEO 4\05_Balance_Masas\Balance_Masas_NUCLEO 4 X KILO.xlsx,NUCLEO 4 X KILO,9,CARBONATO DE CALCIO X KILO,250,25
03_NUCLEO 4,03_NUCLEO 4\05_Balance_Masas\Balance_Masas_NUCLEO 4 X KILO.xlsx,NUCLEO 4 X KILO,10,SULFATO DE CALCIO X KILO,150,15
03_NUCLEO 4,03_NUCLEO 4\05_Balance_Masas\Balance_Masas_NUCLEO 4 X KILO.xlsx,NUCLEO 4 X KILO,11,KIESERITA EN POLVO X KILO,100,10
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,7,UREA,369,36.9
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,8,FOSFATO MONOAMONICO (MAP),74.5,7.45
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,9,FOSFATO MONOPOTASICO (MKP),31.8,3.18
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,10,FOSFATO DIPOTASICO (DKP),343.5,34.35
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,11,SULFATO MAGNESIO ANHIDRO,32.5,3.25
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,12,SULFATO DE COBRE,1.2,0.12
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,13,SULFATO FERROSO MONOHIDRATO,3.5,0.35
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,14,SULFATO DE MANGANESO,1,0.1
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,15,SULFATO DE ZINC,2,0.2
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,16,QUITINA ORGÁNICA (HYT-C),108,10.8
04_10-20-20,04_10-20-20\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,17,VINAZA (BIORGANIK),33,3.3
04_10-20-20,04_10-20-20\05_Balance_Masas\3_Balance Materias Primas 10-20-20.xlsx,bm_mf_10-20-20,8,UREA,75,7.5
04_10-20-20,04_10-20-20\05_Balance_Masas\3_Balance Materias Primas 10-20-20.xlsx,bm_mf_10-20-20,9,SAM,25,2.5
04_10-20-20,04_10-20-20\05_Balance_Masas\3_Balance Materias Primas 10-20-20.xlsx,bm_mf_10-20-20,10,KCL,330,33
04_10-20-20,04_10-20-20\05_Balance_Masas\3_Balance Materias Primas 10-20-20.xlsx,bm_mf_10-20-20,11,DAP,320,32
04_10-20-20,04_10-20-20\05_Balance_Masas\3_Balance Materias Primas 10-20-20.xlsx,bm_mf_10-20-20,12,RAIFOS20,250,25
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l0.xlsx,MF 25-4-24 X KILO,7,UREA X KILO,490,49
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l0.xlsx,MF 25-4-24 X KILO,8,DAP GRANULADO X KILO,80,8
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l0.xlsx,MF 25-4-24 X KILO,9,KCL GRANULADO X KILO,390,39
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l0.xlsx,MF 25-4-24 X KILO,10,NUCLEO 4 X KILO,40,4
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l1.xlsx,MF 25-4-24 X KILO,7,41.4-0-16,540,54
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l1.xlsx,MF 25-4-24 X KILO,8,DAP GRANULADO X KILO,70,7
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l1.xlsx,MF 25-4-24 X KILO,9,KCL GRANULADO X KILO,320,32
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 l1.xlsx,MF 25-4-24 X KILO,10,NUCLEO 4 X KILO,70,7
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 X KILO.xlsx,MF 25-4-24 X KILO,7,UREA X KILO,460,46
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 X KILO.xlsx,MF 25-4-24 X KILO,8,DAP GRANULADO X KILO,80,8
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 X KILO.xlsx,MF 25-4-24 X KILO,9,KCL GRANULADO X KILO,360,36
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 X KILO.xlsx,MF 25-4-24 X KILO,10,NUCLEO 4 X KILO,100,10
04_25-4-24,04_25-4-24\05_Balance_Masas\Balance_Masas_MF 25-4-24 X KILO.xlsx,MF 25-4-24 X KILO,11,EMPAQUES E INERTES,40,4
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,7,UREA,369,36.9
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,8,FOSFATO MONOAMONICO (MAP),74.5,7.45
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,9,FOSFATO MONOPOTASICO (MKP),31.8,3.18
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,10,FOSFATO DIPOTASICO (DKP),343.5,34.35
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,11,SULFATO MAGNESIO ANHIDRO,32.5,3.25
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,12,SULFATO DE COBRE,1.2,0.12
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,13,SULFATO FERROSO MONOHIDRATO,3.5,0.35
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,14,SULFATO DE MANGANESO,1,0.1
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,15,SULFATO DE ZINC,2,0.2
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,16,QUITINA ORGÁNICA (HYT-C),108,10.8
05_10-30-10,05_10-30-10\05_Balance_Masas\3.1_Balance Masa TODERO_v4_5.xlsx,TODERO,17,VINAZA (BIORGANIK),33,3.3
05_10-30-10,05_10-30-10\05_Balance_Masas\3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,8,UREA,20,2
05_10-30-10,05_10-30-10\05_Balance_Masas\3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,9,KCL,160,16
05_10-30-10,05_10-30-10\05_Balance_Masas\3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,10,DAP,510,51
05_10-30-10,05_10-30-10\05_Balance_Masas\3_Balance Materias Primas 10-30-10.xlsx,bm_mf_10-30-10,11,RAIFOS20,310,31
05_10-30-10,05_10-30-10\05_Balance_Masas\Balance_Masas_MF 10-30-10 X KILO.xlsx,MF 10-30-10 X KILO,7,DAP GRANULADO X KILO,600,60
05_10-30-10,05_10-30-10\05_Balance_Masas\Balance_Masas_MF 10-30-10 X KILO.xlsx,MF 10-30-10 X KILO,8,KCL GRANULADO X KILO,150,15
