codigo_producto,producto_dossier,producto_comp,item_padre,desc_item_padre,codigo_mp,desc_mp,lista_proveedor,cantidad_kg,pct_masa_total,pct_masa_formulacion,es_empaque,match_comp_mp,comp_mp_nombre,comp_mp_proveedor,comp_mp_cprov,pct_N,pct_N-NH4,pct_N-NO3,pct_N-org,pct_N-ur,pct_P,pct_K,pct_CaO,pct_MgO,pct_S,pct_B,pct_Co,pct_Cu,pct_Fe,pct_Mn,pct_Mo,pct_SiO2,pct_Zn,pct_Na,kg_N,kg_N-NH4,kg_N-NO3,kg_N-org,kg_N-ur,kg_P,kg_K,kg_CaO,kg_MgO,kg_S,kg_B,kg_Co,kg_Cu,kg_Fe,kg_Mn,kg_Mo,kg_SiO2,kg_Zn,kg_Na
300,K2K,K2K,300,K2K SN X KILO,74,KIESERITA EN POLVO X KILO,,50,4.1667,4.1667,NO,proveedor_generico_misma_composicion,KIESERITA,MANUCHAR,1,0,0,0,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,10,0,0,0,0,0,0,0,0,0
300,K2K,K2K,300,K2K SN X KILO,5,SULFATO DE CALCIO X KILO,,50,4.1667,4.1667,NO,proveedor_generico_misma_composicion,SULFATO CALCIO,AGROINSUMOS,2,0,0,0,0,0,0,0,22,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6.5,0,0,0,0,0,0,0,0,0
300,K2K,K2K,300,K2K SN X KILO,197,SULFATO DE POTASIO SOLUBLE X KILO,,120,10,10,NO,proveedor_generico_misma_composicion,SULFATO POTASIO,PRECISAGRO,1,0,0,0,0,0,0,52,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.4,0,0,21.6,0,0,0,0,0,0,0,0,0
300,K2K,K2K,300,K2K SN X KILO,143,KCL STANDAR X KILO,,400,33.3333,33.3333,NO,proveedor_generico_misma_composicion,KCL STD,DISAN,1,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0
300,K2K,K2K,300,K2K SN X KILO,678,ABONO ORGANICO A,,200,16.6667,16.6667,NO,proveedor_generico_misma_composicion,ABONO ORGANICO,CALFERQUIM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,K2K,K2K,300,K2K SN X KILO,214,VINAZA X KILO,,200,16.6667,16.6667,NO,proveedor_generico_misma_composicion,VINAZA,MANUELITA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,K2K,K2K,300,K2K SN X KILO,105,CARBONATO DE CALCIO X KILO,,80,6.6667,6.6667,NO,proveedor_generico_misma_composicion,CARBONATO CALCIO,AGROCALES,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
300,K2K,K2K,300,K2K SN X KILO,111,BENTONITA ROJA X KILO,,100,8.3333,8.3333,NO,proveedor_generico_misma_composicion,BENTONITA ROJA,COMERCIALIZADORA HA,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0
