idInterno;codigoExterno;codigoOriginal;producto;clase;tipo;origen;archivado;C;N;N-NH4;N-NO3;N-org;N-ur;P;K;CaO;MgO;S;B;Co;Cu;Fe;Mn;Mo;SiO2;Zn;Na
PT0115;606;606;MF 27-6-13+EM;PT;G;csv;;0;27;0;0;0;0;6;13;0;0;0;0;0;0;0;0;0;0;0;0
PT0116;480;480;MF 27-9K-10S+EM;PT;G;csv;;0;27;0;0;0;0;6;9;0;0;10;0;0;0;0;0;0;0;0;0
PT0117;299;299;MF 28-0-6-2Ca+EM;PT;G;csv;;0;28;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0
PT0118;312;312;MF 28-0-9-2Ca+EM;PT;G;csv;;0;28;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0
PT0119;165;165;MF 28-1-12+EM;PT;G;csv;;0;28;0;0;0;0;1;12;2;0;0;0;0;0;0;0;0;0;0;0
PT0120;303;303;MF 28-1-6-2Ca+EM;PT;G;csv;;0;28;0;0;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0
PT0121;352;352;MF 28-1-6-5S-EM+1CO;PT;G;csv;;1;28;0;0;0;0;1;6;0;0;5;0;0;0;0;0;0;0;0;0
PT0122;620;620;MF 28-1-7 +EM;PT;G;csv;;0;28;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0
PT0123;617;617;MF 28 1 8 + EM;PT;G;csv;;0;28;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0
PT0124;513;513;MF 28-0-12+EM;PT;G;csv;;0;28;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0125;537;537;MF 28-14-10+EM;PT;G;csv;;0;28;0;0;0;0;14;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0126;432;432;MF 28-1-12+EM;PT;G;csv;;0;28;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0127;487;487;MF 28-4-15 +EM;PT;G;csv;;0;28;0;0;0;0;4;15;0;0;0;0;0;0;0;0;0;0;0;0
PT0128;469;469;MF 28-5-6+EM;PT;G;csv;;0;28;0;0;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0129;527;527;MF 29-0-16-4S;PT;G;csv;;0;29;0;0;0;0;0;16;0;0;4;0;0;0;0;0;0;0;0;0
PT0130;522;522;MF 29-10-10+EM;PT;G;csv;;0;29;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0131;417;417;MF 29-3-15+EM;PT;G;csv;;0;29;0;0;0;0;3;15;0;0;0;0;0;0;0;0;0;0;0;0
PT0132;389;389;MF 3-10-2 + EM;PT;G;csv;;0;3;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0
PT0133;163;163;MF 30-0-20 +EM +TMC;PT;G;csv;;0;30;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
PT0134;418;418;MF 30 0 20;PT;G;csv;;0;30;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
PT0135;538;538;MF 30-11-10+EM;PT;G;csv;;0;30;0;0;0;0;11;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0136;493;493;MF 30-12K-2CA+EM;PT;G;csv;;0;30;0;0;0;0;12;12;2;0;0;0;0;0;0;0;0;0;0;0
PT0137;298;298;MF 31-0-20+X;PT;G;csv;;0;31;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
PT0138;187;187;MF 31-0-20+TMC;PT;G;csv;;0;31;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
PT0139;81;81;MF 31-8-8-2;PT;G;csv;;0;31;0;0;0;0;8;8;2;0;0;0;0;0;0;0;0;0;0;0
PT0140;521;521;MF 31-6-11+EM;PT;G;csv;;0;31;0;0;0;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0
PT0141;380;380;MF 32-0-6+EM;PT;G;csv;;0;32;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0142;327;327;MF 32-6-5-2SI-1CO;PT;G;csv;;1;32;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;2;0;0
PT0143;383;383;MF 32 1 6 2Ca+ EM;PT;G;csv;;0;32;0;0;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0
PT0144;665;665;MF 32-1-12+EM;PT;G;csv;;0;32;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0145;626;626;MF 33-1-12+EM;PT;G;csv;;0;33;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0146;479;479;MF 33-5-12;PT;G;csv;;0;33;0;0;0;0;5;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0147;523;523;MF 37-0-11;PT;G;csv;;0;37;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
PT0148;434;434;MF 37-2Ca-2Mg+EM;PT;G;csv;;0;37;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
PT0149;168;168;MF 38-0-0-8;PT;G;csv;;0;38;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
PT0150;399;399;MF 38-10K_;PT;G;csv;;0;38;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0151;640;640;MF 3-13-32+EM;PT;G;csv;;0;3;0;0;0;0;13;32;0;0;0;0;0;0;0;0;0;0;0;0
PT0152;369;369;MF 40-3-0-2+EM;PT;G;csv;;0;40;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0
PT0153;292;292;MF 52K-1,1B-0,5Z;PT;G;csv;;0;0;0;0;0;0;0;52;0;0;0;1.1;0;0;0;0;0;0;0.5;0
PT0154;391;391;MF 6-9-6+EM;PT;G;csv;;0;6;0;0;0;0;9;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0155;356;356;MF 7-7-5-3S+EM+2CO;PT;G;csv;;2;7;0;0;0;0;7;5;0;0;3;0;0;0;0;0;0;0;0;0
PT0156;545;545;MF 7-14-29+EM;PT;G;csv;;0;7;0;0;0;0;14;29;0;0;0;0;0;0;0;0;0;0;0;0
PT0157;313;313;MF 8-24-8+EM;PT;G;csv;;0;8;0;0;0;0;24;8;0;0;0;0;0;0;0;0;0;0;0;0
PT0158;435;435;MF 8-15-23+EM;PT;G;csv;;0;8;0;0;0;0;15;23;0;0;0;0;0;0;0;0;0;0;0;0
PT0159;510;510;MF 8-17-34-1S;PT;G;csv;;0;8;0;0;0;0;17;34;0;0;1;0;0;0;0;0;0;0;0;0
PT0160;453;453;MF 8-20-12+EM;PT;G;csv;;0;8;0;0;0;0;20;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0161;439;439;MF 9-12-24+EM;PT;G;csv;;0;9;0;0;0;0;12;24;0;0;0;0;0;0;0;0;0;0;0;0
PT0162;21;21;MF-17-6-18-2;PT;G;csv;;0;17;0;0;0;0;6;18;0;0;2;0;0;0;0;0;0;0;0;0
PT0163;22;22;MF-23-3-20-4Ca-3Si;PT;G;csv;;0;23;0;0;0;0;3;20;4;0;0;0;0;0;0;0;0;3;0;0
PT0164;673;673;MFE 0-10+EM;PT;G;csv;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0165;588;588;MFE 10 11 29;PT;G;csv;;0;10;0;0;0;0;11;29;0;0;0;0;0;0;0;0;0;0;0;0
PT0166;641;641;MFE 10-24-14 +EM;PT;G;csv;;0;10;0;0;0;0;24;14;0;0;0;0;0;0;0;0;0;0;0;0
PT0167;542;542;MFE 10-25-8+EM;PT;G;csv;;0;10;0;0;0;0;25;8;0;0;0;0;0;0;0;0;0;0;0;0
PT0168;589;589;MFE 10-6-16 +EM;PT;G;csv;;0;10;0;0;0;0;6;16;0;0;0;0;0;0;0;0;0;0;0;0
PT0169;668;668;MFE 10-6-6+EM;PT;G;csv;;0;10;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0170;569;569;MFE 10-9-18+EM;PT;G;csv;;0;10;0;0;0;0;9;18;0;0;0;0;0;0;0;0;0;0;0;0
PT0171;544;544;MFE 11-24-9+EM;PT;G;csv;;0;11;0;0;0;0;24;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0172;646;646;MFE 11-25-9+EM;PT;G;csv;;0;11;0;0;0;0;25;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0173;660;660;MFE 11-9-18+EM;PT;G;csv;;0;11;0;0;0;0;9;18;0;0;0;0;0;0;0;0;0;0;0;0
PT0174;587;587;MFE 12 25 9;PT;G;csv;;0;12;0;0;0;0;25;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0175;659;659;MFE 13-15-10+EM;PT;G;csv;;0;13;0;0;0;0;16;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0176;314;314;MFE 13-26-6+EM;PT;G;csv;;0;13;0;0;0;0;26;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0177;489;489;MFE 13-36-10+EM;PT;G;csv;;0;13;0;0;0;0;36;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0178;601;601;MFE 13-6-6+EM;PT;G;csv;;0;13;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0179;590;590;MFE 15-12-20+EM;PT;G;csv;;0;15;0;0;0;0;12;20;0;0;0;0;0;0;0;0;0;0;0;0
PT0180;623;623;MFE 15-20-2+EM;PT;G;csv;;0;15;0;0;0;0;20;2;0;0;0;0;0;0;0;0;0;0;0;0
PT0181;602;602;MFE 15-21-1+EM;PT;G;csv;;0;15;0;0;0;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0
PT0182;635;635;MFE 15-9-20+EM;PT;G;csv;;0;15;0;0;0;0;9;20;0;0;0;0;0;0;0;0;0;0;0;0
PT0183;658;658;MFE 16-21-5+EM;PT;G;csv;;0;16;0;0;0;0;21;5;0;0;0;0;0;0;0;0;0;0;0;0
PT0184;429;429;MFE 18-18-18+EM;PT;G;csv;;0;18;0;0;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0
PT0185;649;649;MFE 18-2-0+EM;PT;G;csv;;0;18;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0186;414;414;MFE 18-9-29+EM;PT;G;csv;;0;18;0;0;0;0;9;29;0;0;0;0;0;0;0;0;0;0;0;0
PT0187;674;674;MFE 19-25-6+EM;PT;G;csv;;0;19;0;0;0;0;25;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0188;566;566;MFE 19-4-10+EM;PT;G;csv;;0;19;0;0;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0189;586;586;MFE 19-4-18;PT;G;csv;;0;19;0;0;0;0;4;18;0;0;0;0;0;0;0;0;0;0;0;0
PT0190;596;596;MFE 20-3-14+EM;PT;G;csv;;0;20;0;0;0;0;3;14;0;0;0;0;0;0;0;0;0;0;0;0
PT0191;413;413;MFE 20-4-18+EM;PT;G;csv;;0;20;0;0;0;0;4;18;0;0;0;0;0;0;0;0;0;0;0;0
PT0192;555;555;MFE 21-4-11+EM;PT;G;csv;;0;21;0;0;0;0;4;11;0;0;0;0;0;0;0;0;0;0;0;0
PT0193;654;654;MFE 21-7-8 + EM;PT;G;csv;;0;21;0;0;0;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0
PT0194;1410;1410;MFE 22-3-7;PT;G;csv;;0;22;0;0;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0
PT0195;664;664;MFE 22-0-19+EM;PT;G;csv;;0;22;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0
PT0196;560;560;MFE 22-3-0+ EM;PT;G;csv;;0;22;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0197;645;645;MFE 22-3-3+EM;PT;G;csv;;0;22;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0
PT0198;662;662;MFE 22-6-3+EM;PT;G;csv;;0;22;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0
PT0199;605;605;MFE 22-7K-12S+EM;PT;G;csv;;0;22;0;0;0;0;0;7;0;0;12;0;0;0;0;0;0;0;0;0
PT0200;639;639;MFE 22-8-10+EM;PT;G;csv;;0;22;0;0;0;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0201;535;535;MFE 22-9-0+EM;PT;G;csv;;0;22;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0202;669;669;MFE 23-1-18+EM;PT;G;csv;;0;23;0;0;0;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0
PT0203;651;651;MFE 23-4-16+EM;PT;G;csv;;0;23;0;0;0;0;4;16;0;0;0;0;0;0;0;0;0;0;0;0
PT0204;593;593;MFE 23-4-9+EM;PT;G;csv;;0;23;0;0;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0205;420;420;MFE 23-5-10+EM;PT;G;csv;;0;23;0;0;0;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0206;554;554;MFE 23-9-11+EM;PT;G;csv;;0;23;0;0;0;0;9;11;0;0;0;0;0;0;0;0;0;0;0;0
PT0207;650;650;MFE 24-2-9+EM;PT;G;csv;;0;24;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0208;585;585;MFE 24-4-2K+EM;PT;G;csv;;0;24;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0
PT0209;965;965;MFE 24-4-10+EM;PT;G;csv;;0;24;0;0;0;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0210;616;616;MFE 24-6-7+EM;PT;G;csv;;0;24;0;0;0;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0
PT0211;591;591;MFE 24-9K-12S+EM;PT;G;csv;;0;24;0;0;0;0;0;9;0;0;12;0;0;0;0;0;0;0;0;0
PT0212;614;614;MFE 24-9-7S+EM;PT;G;csv;;0;24;0;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;0;0
PT0213;629;629;MFE 25-0-8+EM;PT;G;csv;;0;25;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
PT0214;412;412;MFE 25-13-12 +EM;PT;G;csv;;0;25;0;0;0;0;13;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0215;628;628;MFE 25-4-14+EM;PT;G;csv;;0;25;0;0;0;0;4;14;0;0;0;0;0;0;0;0;0;0;0;0
PT0216;677;677;MFE 25-6-0+EM;PT;G;csv;;0;25;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0217;568;568;MFE 25-6-13+EM;PT;G;csv;;0;25;0;0;0;0;6;13;0;0;0;0;0;0;0;0;0;0;0;0
PT0218;644;644;MFE 25-8-16+EM;PT;G;csv;;0;25;0;0;0;0;8;16;0;0;0;0;0;0;0;0;0;0;0;0
PT0219;594;594;MFE 26-11-6+EM;PT;G;csv;;0;26;0;0;0;0;11;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0220;582;582;MFE 26-20K-4S;PT;G;csv;;0;26;0;0;0;0;0;20;0;0;4;0;0;0;0;0;0;0;0;0
PT0221;627;627;MFE 26-2-9-2Ca;PT;G;csv;;0;26;0;0;0;0;2;9;2;0;0;0;0;0;0;0;0;0;0;0
PT0222;431;431;MFE 26-6-2+EM;PT;G;csv;;0;26;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0
PT0223;682;682;MFE 26-7-0+EM;PT;G;csv;;0;26;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0224;625;625;MFE 27-18K-5S;PT;G;csv;;0;27;0;0;0;0;0;18;0;0;5;0;0;0;0;0;0;0;0;0
PT0225;672;672;MFE 27-20-0+EM;PT;G;csv;;0;27;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0226;539;539;MFE 27-5-11+EM;PT;G;csv;;0;27;0;0;0;0;5;11;0;0;0;0;0;0;0;0;0;0;0;0
PT0227;610;610;MFE 27-8-9+EM ILO;PT;G;csv;;0;27;0;0;0;0;8;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0228;621;621;MFE 28-24-0;PT;G;csv;;0;28;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0
PT0229;1401;1401;MFE 28 5 5.4 + EM;PT;G;csv;;0;28;0;0;0;0;5;5.4;1.8;3.5;3.6;0;0;0;0;0;0;0;0;0
PT0230;600;600;MFE 28-14-6+EM;PT;G;csv;;0;28;0;0;0;0;14;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0231;657;657;MFE 28-4-9+EM;PT;G;csv;;0;28;0;0;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0232;592;592;MFE 28-5-0+EM;PT;G;csv;;0;28;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0233;548;548;MFE 28-5-15+EM;PT;G;csv;;0;28;0;0;0;0;5;15;0;0;0;0;0;0;0;0;0;0;0;0
PT0234;609;609;MFE 28-5-9+EM;PT;G;csv;;0;28;0;0;0;0;5;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0235;608;608;MFE 29 10 6 + EM;PT;G;csv;;0;29;0;0;0;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0236;428;428;MFE 29-15-5+EM;PT;G;csv;;0;29;0;0;0;0;15;5;0;0;0;0;0;0;0;0;0;0;0;0
PT0237;607;607;MFE 29-1-11+EM;PT;G;csv;;0;29;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0
PT0238;683;683;MFE 29-6-12+EM;PT;G;csv;;0;29;0;0;0;0;6;12;0;0;0;0;0;0;0;0;0;0;0;0
PT0239;840;840;MFE 30-0-20;PT;G;csv;;0;30;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
PT0240;598;598;MFE 30-11-6+EM;PT;G;csv;;0;30;0;0;0;0;11;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0241;465;465;MFE 30-8-0-5CA+EM;PT;G;csv;;0;30;0;0;0;0;8;0;4;0;0;0;0;0;0;0;0;0;0;0
PT0242;676;676;MFE 30-9-0+EM;PT;G;csv;;0;30;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0243;671;671;MFE 31-5-0+EM;PT;G;csv;;0;31;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0244;597;597;MFE 31-6-7+EM;PT;G;csv;;0;31;0;0;0;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0
PT0245;581;581;MFE 31-7K-9S;PT;G;csv;;0;31;0;0;0;0;0;7;0;0;9;0;0;0;0;0;0;0;0;0
PT0246;1080;1080;MFE 32-0-9;PT;G;csv;;0;32;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
PT0247;1402;1402;MFE 32 1 12;PT;G;csv;;0;32;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;1.6;0.5;0
PT0248;599;599;MFE 33-6-6+EM;PT;G;csv;;0;33;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0
PT0249;666;666;MFE 4-9-0+ EM;PT;G;csv;;0;4;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0250;622;622;MFE 5-8-29+EM;PT;G;csv;;0;5;0;0;0;0;8;29;0;0;0;0;0;0;0;0;0;0;0;0
PT0251;603;603;MFE 6-6-33+EM;PT;G;csv;;0;6;0;0;0;0;6;33;0;0;0;0;0;0;0;0;0;0;0;0
PT0252;661;661;MFE 7-8-30+EM;PT;G;csv;;0;7;0;0;0;0;8;30;0;0;0;0;0;0;0;0;0;0;0;0
PT0253;551;551;MFE 8-6-24+EM;PT;G;csv;;0;8;0;0;0;0;6;24;0;0;0;0;0;0;0;0;0;0;0;0
PT0254;164;164;MICRON C;PT;G;csv;;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0255;188;188;MICRON CS;PT;G;csv;;0;40;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
PT0256;65;65;NUCLEO 4;PT;G;csv;;0;0;0;0;0;0;0;0;18;18;4;0;0;0;0;0;0;14;0;0
PT0257;62;62;NUCLEO CAMASI GRIS;PT;G;csv;;0;0;0;0;0;0;0;0;10;1;1;0;0;0;0;0;0;20;0;0
PT0258;563;563;NUCLEO CAMASI YARA;PT;G;csv;;0;0;0;0;0;0;0;0;25;3;1;0;0;0;0;0;0;14;0;0
PT0259;140;140;NUCLEO FERCON;PT;G;csv;;0;0;0;0;0;0;0;0;17;17;4;0;0;0;0;0;0;12;0;0
PT0260;679;679;NUCLEO FOSFORO 10;PT;G;csv;;0;0;0;0;0;0;10;0;14;2;5;0;0;0;0;0;0;2;0;0
PT0261;208;208;NUCLEO MAGNESIO;PT;G;csv;;0;0;0;0;0;0;0;0;0;16;8;0;0;0;0;0;0;0;0;0
PT0262;803;803;NUCLEO MAGNESIO-S;PT;G;csv;;0;0;0;0;0;0;0;0;0;16;8;0;0;0;0;0;0;0;0;0
PT0263;604;604;NUCLEO MAGNESIO-SILICIO;PT;G;csv;;0;0;0;0;0;0;0;0;0;28;1;0;0;0;0;0;0;30;0;0
PT0264;558;558;NUCLEO MAGNESIO-SILICIO EM;PT;G;csv;;0;0;0;0;0;0;0;0;0;28;1;0;0;0;0;0;0;30;0;0
PT0265;155;155;RAIFOS 20;PT;G;csv;;5;0;0;0;0;0;20;0;23;1.5;1;0;0;0;0;0;0;21;0;0
PT0266;35;35;SILIMAGRAN;PT;G;csv;;0;0;0;0;0;0;5;0;0;30;0;0;0;0;0;0;0;30;0;0
PT0267;564;564;SULFATO ZINC 30%;PT;G;csv;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0
PT0268;160;160;ZUELO CA;PT;G;csv;;0;0;0;0;0;0;0;3;27;12;4;0;0;0;0;0;0;4;0;0
PT0269;PT0269;PT0269;CALFEIMPULSO;PT;G;manual;;0.4;21;0;0;0;0;4;18;2;3;1;0.2;0;0;0;0;0;4;0.4;0
PT0270;PT0270;PT0270;RETAPE;PT;G;manual;;1;8;0;0;0;0;28;8;4.6;5.1;0.4;0;0;0;0;0;0;8.9;0.04;0
PT0271;PT0271;PT0271;DESYERBE;PT;G;manual;;0;10;0;0;0;0;14;34;1.1;0.5;0.2;0.1;0;0;0;0;0;0.2;0;0
PT0272;PT0272;PT0272;RICE START C+EM;PT;G;manual;;0.3;15;0;0;0;0;22;11;3.3;2.1;0.4;0.03;0;0;0;0;0;2.6;0.19;0
PT0273;PT0273;PT0273;RICE BALANCE C+EM;PT;G;manual;;0.3;20;0;0;0;0;1;23;0.1;5;1;0;0;0;0;0;0;5;0;0
PT0274;PT0274;PT0274;PALM DRIVE C+EM;PT;G;manual;;0.2;14;0;0;0;0;5;26;1;5;1.1;0.1;0;0;0;0;0;5.3;0.32;0
PT0275;PT0275;PT0275;MFE 20-7-10;PT;G;manual;;0;20;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0
PT0276;PT0276;PT0276;MFE 43.5-0-0-2.4S;PT;PT;manual;;0;43.5;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0
PT0277;PT0277;PT0277;NUCLEO FOSFORO 1 - 1;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0278;PT0278;PT0278;NUCLEO FOSFORO 1 - 2;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0279;PT0279;PT0279;NUCLEO CAMASI ROJO;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0280;PT0280;PT0280;CALFER FLORACION;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0281;PT0281;PT0281;CALFER LLENADO;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0282;PT0282;PT0282;CALFER MENORES;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0283;PT0283;PT0283;SOLURAIFOS;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0284;PT0284;PT0284;SULFA K 50;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0285;PT0285;PT0285;PRODUCCION 17;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0286;PT0286;PT0286;CALFER DESARROLLO;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0287;PT0287;PT0287;R-VITAL 17;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0288;PT0288;PT0288;ORGANIC M;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0289;PT0289;PT0289;FOLLAJE;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0290;PT0290;PT0290;GANADERO;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0291;PT0291;PT0291;FE SULFATO CALCIO;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0292;PT0292;PT0292;CALFERCORRECTIVO;PT;PT;manual;;0;0;0;0;0;0;0;0;16;4;2.5;0;0;0;0;0;0;14;0;0
PT0293;PT0293;PT0293;NUCLEO N;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0294;PT0294;PT0294;1-CRECIMIENTO;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0295;PT0295;PT0295;2-AVANCE;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0296;PT0296;PT0296;3-PRODUCTOR;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0297;PT0297;PT0297;ZUELO CA P;PT;PT;manual;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PT0298;PT0298;PT0298;FERTIMENORES;PT;PT;manual;;0;4;0;0;0;0;10;0;13;7;7;1;0;0.5;0;0;0;0;2.5;0
