Ext. 1 detalle	Desc. grupo impositivo	Item	Referencia	Desc. item	Grupo impositivo	Tipo inventario	Desc. tipo inventario	Tipo item	Manufactura	Extensión	Maneja lote	U.M. adic.	Asignación lote	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000630	HER052	BISTURI	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000631	HER053	TALADRO PERCUTOR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000632	HER054	PULIDORA PEQUENA DEWALT	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000633	HER055	PULIDORA GRANDE BOSCH	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000634	HER056	JUEGO DE LLAVES BRISTOL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000635	HER057	SOLDADOR ELITE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000636	HER058	JUEGO DE BROCAS IRWIN	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000637	HER059	CARETA DE SOLDAR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000638	HER060	SOPLADOR STANLEY	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000639	HER061	CARGADOR DE BATERIA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000640	HER062	JUEGO DE LLAVES STANLEY	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000641	HER063	JUEGO DE RACHE COMPLETO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000642	HER064	TALADRO DE PILA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000643	HER065	PINZA AMPERIMETRICA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000644	HER066	JUEGO TARRAJAS Y MACHUELOS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000645	HER067	COPA N 5/8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000646	HER068	COPA N 13/16	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000647	HER069	LLAVE N 19/22	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000648	HER070	LLAVE N 15/16	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000649	HER071	LLAVE N 41/36	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000650	HER072	LLAVE N 16	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000651	HER073	PONCHADORA HIDRAULICA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000652	HER074	SACADOR FILTROS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000653	HER075	APRETAGATOS MONTA CARGAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000654	HER076	MACHUELO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000655	HER077	LLAVE STANLEY N 3/4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000656	REP002	RODAMIENTO PARED 1  3/4 FAG	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000657	REP003	CODOS TUBERIA 4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000658	HER078	CARTUCHO SILICONA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000659	HER079	GRASA X LIBRA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000660	HER080	FILTROS PARMO A-20	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000661	REP004	T TUBERIA 4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000662	REP005	UNIONES TUBERIA 4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000663	REP006	TAPA DE TUBERIA 4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000664	REP007	VALVULA QUEMADOR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000665	HER081	GUADANA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000666	HER082	ACEITE MASTER 15W40	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000667	HER083	PISTOLA DE SILICONA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000668	HER084	DISCO DE CORTE 7	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000669	HER085	HIDROLAVADORA ECOMAX	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000670	HER086	ARNES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000671	REP008	BOQUILLA QUEMADOR NATURAL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000672	REP009	MOTO REDUCTORES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000673	REP010	CONTACTOR 220V	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000674	REP011	FILTRO GAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000675	REP012	BASE BOMBIN CON FILTRO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000676	HER087	JUEGO DE GRATA PARA TALADRO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000677	HER088	MULETILLAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000678	REP013	CORREA B45	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000679	HER089	BUGGY PLASTICO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000680	HER090	SOPLADOR STHIL GASOLINA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000681	HER091	COMPRESOR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000682	HER092	CARETA TRANSPARENTE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000683	REP014	CORREA B63	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000684	REP015	RODAMIENTOS 32207	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000685	HER093	EXTENSIONES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000686	REP016	ROTULAS 6E20	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000687	REP017	RETENES 55-72-8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000688	REP018	AMARRAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000689	REP019	DISCO DE CORTE N 4 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000690	REP020	DISCO CORTE N 7 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000691	REP021	ROLLO DE CINTA AFALTICA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000692	REP022	WASA ZN 5/8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000693	HER094	ELECTROBOMBA SUMERGIBLE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000694	HER095	LLAVE PIEDEREY	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000695	REP023	BORNE BATERIA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000696	REP024	FILTRO AIRE DA2570	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000697	REP025	KIT EMPAQUETADURA CILINDRO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000698	HER096	TCA SEG MM 20 P 2.5	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000699	HER097	TLLO HEX MM 20*70 P 2.5	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000700	REP026	ABRAZADERA METALICA TITAN 2*	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000701	REP027	GRASA MULTIPROPOSITO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000702	HER098	BASCULA DE PLATAFORMA DE 120/120	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000703	HER099	CANDADO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000704	HER100	ESPATULA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000705	HER101	REMACHE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000706	REP028	INYECTOR DE GRASA 6000 PSI	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000707	REP029	BISAGRA COMUN INDUMA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000708	REP030	GRASERAS GRANDES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000709	REP031	GRASERA PEQUENAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000710	REP032	SELLO VELLIN 3/4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000711	REP033	RODAMIENTO 6204	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000712	REP034	SOLDADURA 60/11	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000713	REP035	LLAVE DE PASO DE 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000714	REP036	LLAVE JARDIN	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000715	REP037	ADAPTADOR HEMBRA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000716	REP038	CODO DE 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000717	REP039	LLAVE BOCA FIJA N 10	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000718	REP040	CINTA AISLANTE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000719	REP041	RELE TERMICO NR2-25/2 17-25	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000720	REP042	CODOS DE 1*1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000721	HER102	LIMA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000722	REP043	UNIONES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000723	REP044	CLAVIJAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000724	REP045	CERRADORA CUCHILLA FLIA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000725	HER103	BROCAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000726	HER104	CEPILLOS INDUSTRIALES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000727	HER105	ESCOBAS MEDIANAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000728	REP046	CERRADORA CUCHILLA MOVIBLE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000729	REP047	BSC 120/120 3T	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000730	REP048	INDICADOR MATRIX DE 7 TECLAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000731	REP049	TEJA DE BARRO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000732	REP050	RODAMIENTO PEDESTAL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000733	REP051	CONTACTOR NC1-32.10	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000734	REP052	LIQUIDO DE FRENOS TERPEL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000735	REP053	LIQUIDO REFRIGERANTE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000736	REP054	ACEITE 2T	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000737	REP055	ACEITE 15W40	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000738	REP056	ACEITE HIDRAULICO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000739	REP057	FILTRO AIRE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000740	REP058	FILTRO ACEITE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000741	REP059	FILTRO CONBUSTIBLE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000742	REP060	MINIBREAKER3/32	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000743	HER106	ESCOBA POPULAR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000744	REP061	CHUMASERA VIP205-28	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000745	REP062	CABO DE PALA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000746	HER107	LLAVE PISTOLA DE IMPACTO DE 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000747	HER108	LLAVE PISTOLA DE IMPACTO DE 3/4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000748	HER109	CARETA ELECTRONICA P/SOLDAR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000749	HER110	PINZA DE PRESION 10 MORDAZA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000750	HER111	LLAVE AJUSTABLE PERICO 4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000751	HER112	LLAVE AJUSTABLE PERICO DE 12	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000752	HER113	LLAVE AJUSTABLE PERICO DE 18	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000753	HER114	JUEGO DE 11 LLAVES COMBINADAS PETRUL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000754	HER115	MARRO OCTAGONAL DE 2LB	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000755	HER116	MARTILLO PULIDO DE BOLA 24 OZ	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000756	HER117	MEZCLADORA ELECTRICA 1500W	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000757	HER118	PINZAS PARA ANILLOS RETENCION 6*4 CABEZA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000758	HER119	LIMPIADOR ELECTRONICOMERCURY	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000759	HER120	DISCO ABRASIVO PARA CORTE 7	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000760	HER121	DISCO DE CORTE METAL 7	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000761	REP063	REFLECTOR LED 300W	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000762	HER122	PALIN HOYADOR 2.5	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000763	HER123	DISCO DE CORTE DE 4 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
