Ext. 1 detalle	Desc. grupo impositivo	Item	Referencia	Desc. item	Grupo impositivo	Tipo inventario	Desc. tipo inventario	Tipo item	Manufactura	Extensión	Maneja lote	U.M. adic.	Asignación lote	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000337	PT0071	F.ESPECIAL MF 24-0-17+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000338	PT0073	F.ESPECIAL MF 28-0-9-2Ca+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000339	PT0074	F.ESPECIAL MF 8-24-8+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000340	PT0075	F.ESPECIAL MFE 13-26-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000341	PT0076	F.ESPECIAL MF 22- 3-13- 4S+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000342	PT0077	F.ESPECIAL MF 21-3-8-3+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000343	PT0078	F.ESPECIAL MF 12-24-12+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000344	PT0079	F.ESPECIAL MF 12-7-12+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000345	PT0081	F.ESPECIAL MF 32-6-5-2SI-1CO X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000346	PT0082	F.ESPECIAL MF 25-0-15+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000347	PT0083	F.ESPECIAL MF 24-5-7-5S-3Ca+1CO X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000348	PT0084	F.ESPECIAL MF 28-1-6-5S-EM+1CO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000349	PT0085	F.ESPECIAL MF 18-8-5-4+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000350	PT0086	F.ESPECIAL MF 7-7-5-3S+EM+2CO X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000351	PT0087	F.ESPECIAL MF 21-5-10-6S+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000352	PT0089	F.ESPECIAL MF 25-5-0-8Ca+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000353	PT0090	F.ESPECIAL MF 40-3-0-2+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000354	PT0099	F.ESPECIAL MF 32-0-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000355	PT0100	F.ESPECIAL MF 14-3-19-7Ca+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000356	PT0101	F.ESPECIAL MF 25-15-2-3-2 X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000357	PT0102	F.ESPECIAL MF 32-1-6-2+ EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000358	PT0103	F.ESPECIAL MF 19-1-3 + EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000359	PT0104	F.ESPECIAL MF 27-15-5-2Si-0.80CO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000360	PT0105	F.ESPECIAL MF 10-28-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000361	PT0106	F.ESPECIAL MF 11-5-27 X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000362	PT0107	F.ESPECIAL MF 3-10-2 + EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000363	PT0108	F.ESPECIAL MF 10-6-4+ EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000364	PT0109	F.ESPECIAL MF 6-9-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000365	PT0111	F.ESPECIAL MF 23-3-20+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000366	PT0112	F.ESPECIAL MF 10-15-20+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000367	PT0113	F.ESPECIAL MF 22-6-7+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000368	PT0114	F.ESPECIAL MF 38-10 X KILO_	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000369	PT0115	F.ESPECIAL MF 17-8-11+EM+CO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000370	PT0116	F.ESPECIAL MF 17-6-18-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000371	PT0117	F.ESPECIAL MF 16-3-14+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000372	PT0118	F.ESPECIAL MF 10-24-4+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000373	PT0119	F.ESPECIAL MF 10-10-20+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000374	PT0121	F.ESPECIAL MF 0-15-15+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000375	PT0122	F.ESPECIAL MFE 25-13-12 +EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000376	PT0123	F.ESPECIAL MFE 20-4-18+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000377	PT0124	F.ESPECIAL MFE 18-9-29+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000378	PT0125	F.ESPECIAL MF 21-2-8+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000379	PT0126	F.ESPECIAL MF 29-3-15+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000380	PT0127	F.ESPECIAL MF 30- 0- 20 X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000381	PT0128	F.ESPECIAL MF 13-7-12+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000382	PT0129	F.ESPECIAL MFE 23-5-10+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000383	PT0130	F.ESPECIAL MF 10-20-30+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000384	PT0132	F.ESPECIAL MF 15-6-8+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000385	PT0134	F.ESPECIAL MFE 29-15-5+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000386	PT0135	F.ESPECIAL MFE 18-18-18+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000387	PT0136	F.ESPECIAL MFE 26-6-2+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000388	PT0137	F.ESPECIAL MF 28-1-12+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000389	PT0138	F.ESPECIAL MF 14-4-23+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000390	PT0139	F.ESPECIAL MF 37-2-2+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000391	PT0140	F.ESPECIAL MF 8-15-23+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000392	PT0141	F.ESPECIAL MF 24-0-2+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000393	PT0143	F.ESPECIAL MF 27-4-3+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000394	PT0144	F.ESPECIAL MF 9N-12P-24K+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000395	PT0145	F.ESPECIAL MF 24-4-11+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000396	PT0146	F.ESPECIAL MF 16-17-0-7Ca+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000397	PT0147	F.ESPECIAL MF 19-3-18+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000398	PT0149	F.ESPECIAL MF 27-1-12-2Ca+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000399	PT0152	F.ESPECIAL MF 8-20-12+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000400	PT0153	F.ESPECIAL MF 25-1-13+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000401	PT0154	F.ESPECIAL MF 22-6-3+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000402	PT0155	F.ESPECIAL MF 20-6-0-5CA+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000403	PT0156	F.ESPECIAL MF 10-9-3+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000404	PT0159	F.ESPECIAL MF 15-4-23+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000405	PT0160	F.ESPECIAL MF 10-20-28+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000406	PT0161	F.ESPECIAL MFE 30-8-0-5CA+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000407	PT0165	F.ESPECIAL MF 28-5-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000408	PT0166	F.ESPECIAL MF 21-5-9+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000409	PT0168	F.ESPECIAL MF 24-5-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000410	PT0169	F.ESPECIAL MF 27-1-7+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000411	PT0170	F.ESPECIAL MF 26-9-9+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000412	PT0171	F.ESPECIAL MF 17-5-7+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000413	PT0172	F.ESPECIAL MF 17-4-23+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000414	PT0173	F.ESPECIAL MF 33-5-12 X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000415	PT0174	F.ESPECIAL MF 27-9-10S+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000416	PT0181	F.ESPECIAL MF 28-4-15 +EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000417	PT0182	F.ESPECIAL MFE 13-36-10+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000418	PT0183	F.ESPECIAL MF 13-26-10+ EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000419	PT0185	F.ESPECIAL MF 25-7-2CA+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000420	PT0186	F.ESPECIAL MF 30-12-2CA+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000421	PT0188	F.ESPECIAL MF 10-15-29+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000422	PT0189	F.ESPECIAL MF 12-30-10+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000423	PT0190	F.ESPECIAL MF 21-5-10+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000424	PT0194	F.ESPECIAL MF 23-5-6+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000425	PT0196	F.ESPECIAL MF 23-6-8+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000426	PT0197	F.ESPECIAL MF 25-4-11+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000427	PT0198	F.ESPECIAL MF 8-17-34-1S X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000428	PT0199	F.ESPECIAL MF 22-4-8+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000429	PT0200	F.ESPECIAL MF 26-5-11+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000430	PT0201	F.ESPECIAL MF 28-0-12+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000431	PT0202	F.ESPECIAL MF 26-1-11+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000432	PT0204	F.ESPECIAL MF 14-4-24+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000433	PT0205	F.ESPECIAL MF 16-16-16+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000434	PT0206	F.ESPECIAL MF 25-17-1+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000435	PT0207	F.ESPECIAL MF 20-3-15+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000436	PT0208	F.ESPECIAL MF 31-6-11+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000437	PT0209	F.ESPECIAL MF 29-10-10+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000438	PT0210	F.ESPECIAL MF 37-0-11 X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000439	PT0211	F.ESPECIAL MF 22-0-25-3S X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000440	PT0212	F.ESPECIAL MF 22-5-13+EM x KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000441	PT0213	F.ESPECIAL MF 22-0-3+EM X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000442	PT0214	F.ESPECIAL MF 29-0-16-4S X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
	EXCLUIDA RETECOMPRA 2.5 Y AUTOCREE	0000443	PT0215	F.ESPECIAL MF 20-0-30-3S X KILO	003 	IN14300506	MEZCLAS ESPECIALIZDAS GRANULADAS	Inventario	Si	No	Si y perecedero	B50 	Manual	
